match_id,tiratore,distanza,angolo,difensori_cono,portiere_cono,distanza_min_difensore,body_part,shot_type,goal
3835326,Elena Dhont,16.180543872194168,27.360337589372573,1,1,3.583283757068577,Right Foot,Open Play,0
3835326,Guðrún Arnardóttir,11.395174417269798,38.20276111858581,4,1,0.9394231810074327,Left Foot,Open Play,0
3835326,Karólína Lea Vilhjálmsdóttir,17.088007490635068,25.424653489016,6,1,0.8025298820811673,Right Foot,Open Play,0
3835326,Glódís Perla Viggósdóttir,19.743353311937668,22.338492322021782,3,1,3.2182840200150635,Right Foot,Open Play,0
3835326,Sveindís Jane Jónsdóttir,14.1155942134931,17.221296777485314,1,1,1.202990384491055,Left Foot,Open Play,0
3835326,Berglind Björg Þorvaldsdóttir,7.7897368376601746,34.2311325048063,0,1,4.871984693842182,Head,Open Play,1
3835326,Gunnhildur Yrsa Jónsdóttir,10.255242561733981,40.142038893963495,4,1,1.900347292328055,Left Foot,Open Play,0
3835326,Sara Björk Gunnarsdóttir,7.747257579298621,52.22431569404535,1,0,1.7630148320843693,Right Foot,Open Play,0
3835326,Justine Vanhaevermaet,28.44802277839358,15.392717868078194,2,1,4.76254470389942,Right Foot,Open Play,0
3835326,Tinne De Caigny,11.200446419674533,35.33662337566317,1,1,0.6329997378281409,Head,Open Play,0
3835326,Janice Cayman,19.94893480865582,10.210831593995724,0,1,1.9702886729376632,Left Foot,Open Play,0
3835326,Janice Cayman,18.32211778152296,19.434409966419665,1,1,2.6928610453718314,Right Foot,Open Play,0
3835326,Justine Vanhaevermaet,11.900420160649796,37.156345075648375,0,1,10.210670554982944,Right Foot,Penalty,1
3835326,Tessa Wullaert,32.512920508622415,13.897732334894497,0,0,2.743235296367518,Right Foot,Open Play,0
3835326,Dagný Brynjarsdóttir,8.415461959987704,49.06146551283783,0,1,2.4000656369307283,Head,Open Play,0
3835326,Dagný Brynjarsdóttir,4.66476151587624,79.79602627826833,2,1,0.3245284756243906,Head,Open Play,0
3835326,Gunnhildur Yrsa Jónsdóttir,8.174350127074318,51.89435530929357,0,0,2.276097483746665,Head,Open Play,0
3835326,Gunnhildur Yrsa Jónsdóttir,13.165485179058155,27.642845435853005,4,1,1.134976927372413,Head,Open Play,0
3835326,Tessa Wullaert,25.099003964301055,13.905298988447852,2,1,4.148574884067281,Right Foot,Open Play,0
3835326,Sari Kees,7.849203781276163,43.97069209769068,0,1,0.6599855444887582,Head,Open Play,0
3835326,Dagný Brynjarsdóttir,10.423531071570714,41.92394194784689,1,1,0.4316516460972231,Head,Open Play,0
3835326,Karólína Lea Vilhjálmsdóttir,35.56472971920355,11.654927000031574,1,1,10.462569945036558,Right Foot,Free Kick,0
3835326,Sveindís Jane Jónsdóttir,19.303885619221845,19.743333383440724,2,1,2.8518021572083545,Right Foot,Open Play,0
3835326,Karólína Lea Vilhjálmsdóttir,21.12936345468078,20.94960196440782,1,1,2.2384576875864006,Left Foot,Open Play,0
3835326,Sveindís Jane Jónsdóttir,18.042727066604982,23.095301813642685,3,1,4.235721844491703,Left Foot,Open Play,0
3835326,Alexandra Jóhannsdóttir,12.614673994994874,34.50801331129217,0,1,1.5825147244787563,Head,Open Play,0
3835324,Kosovare Asllani,12.30650234632083,24.455108328944757,1,0,1.1039366369531511,Right Foot,Open Play,0
3835324,Kosovare Asllani,11.359577456930344,19.486683985156333,0,1,1.0238883640222882,Right Foot,Open Play,0
3835324,Fridolina Rolfö,50.6219320058016,8.979396895928021,0,0,4.17612578207418,Left Foot,Open Play,0
3835324,Lieke Martens,36.216708851026205,11.889995239419582,1,1,4.760891323187991,Right Foot,Open Play,0
3835324,Jill Roord,26.061849512266015,17.349597410426206,1,1,5.054497176427826,Left Foot,Open Play,0
3835324,Jonna Ann-Charlotte Andersson,8.121576201698785,45.70228557301231,0,1,3.347645436351147,Left Foot,Open Play,1
3835324,Lieke Martens,18.1463494951464,15.009247495954192,0,1,3.898860095234912,Left Foot,Open Play,0
3835324,Lina Mona Andréa Hurtig,11.303096920755834,38.216951144798855,1,1,1.2848975813563912,Head,Open Play,0
3835324,Danielle van de Donk,14.303146506975308,31.242637449000416,1,1,3.159773674328949,Right Foot,Open Play,0
3835324,Lina Mona Andréa Hurtig,3.1953090617340894,123.34309890567492,1,1,0.9588089354432466,Head,Open Play,0
3835324,Sherida Spitse,27.76706682384728,16.189454602382288,1,1,5.051350356149114,Right Foot,Open Play,0
3835324,Jill Roord,16.73230408521193,26.706395625958578,1,1,2.147873327389617,Right Foot,Open Play,1
3835324,Fridolina Rolfö,25.007198963498492,18.170519072307684,0,1,3.4000596178107507,Left Foot,Open Play,0
3835324,Sherida Spitse,26.309884074241,15.788377677666857,2,1,6.005122706711617,Left Foot,Open Play,0
3835324,Lynn Wilms,22.276669409945463,14.923991357032396,0,1,2.534435672005674,Right Foot,Open Play,0
3835324,Vivianne Miedema,18.107733154649704,23.18816918878965,1,1,1.5716083286250035,Right Foot,Open Play,0
3835324,Kosovare Asllani,23.067076104266015,16.981261227265186,0,1,1.351593313818072,Right Foot,Open Play,0
